customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04259,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,78.4,2651.21,Yes
CUST-04260,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.79,1939.57,No
CUST-04261,Female,0,No,No,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),53.0,3340.19,No
CUST-04262,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.71,542.98,Yes
CUST-04263,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,46.21,2071.82,No
CUST-04264,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.81,1217.0,No
CUST-04265,Male,1,No,No,55,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,56.85,3120.67,No
CUST-04266,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.89,594.73,Yes
CUST-04267,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.39,1810.18,No
CUST-04268,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.79,5541.79,Yes
CUST-04269,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.69,3119.34,No
CUST-04270,Female,1,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,62.34,3548.83,No
CUST-04271,Female,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),68.51,4257.34,No
CUST-04272,Female,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.95,4139.68,Yes
CUST-04273,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.16,75.84,No
CUST-04274,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.49,167.92,No
CUST-04275,Male,1,No,No,51,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.99,2409.4,No
CUST-04276,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),60.78,3720.49,No
CUST-04277,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.97,26.18,Yes
CUST-04278,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.99,752.78,Yes
CUST-04279,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.58,780.83,Yes
CUST-04280,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,76.53,3567.53,No
CUST-04281,Female,0,No,Yes,52,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,37.97,1976.72,No
CUST-04282,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.2,1089.92,Yes
CUST-04283,Female,0,Yes,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.33,2374.85,No
CUST-04284,Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,73.76,4911.72,No
CUST-04285,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,403.67,No
CUST-04286,Female,0,No,No,35,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,45.05,1586.05,No
CUST-04287,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,58.89,1160.69,Yes
CUST-04288,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),49.86,3531.99,No
CUST-04289,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,64.49,3469.81,Yes
CUST-04290,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.53,4432.7,No
CUST-04291,Female,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,212.95,Yes
CUST-04292,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,42.58,920.42,No
CUST-04293,Male,0,Yes,No,6,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,57.29,327.24,No
CUST-04294,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,425.21,Yes
CUST-04295,Female,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.61,1767.32,No
CUST-04296,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,44.41,167.1,Yes
CUST-04297,Female,0,Yes,No,49,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,49.97,2433.56,No
CUST-04298,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,63.37,3883.72,No
CUST-04299,Female,1,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69.03,3751.12,No
CUST-04300,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,46.89,1183.27,Yes
CUST-04301,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.51,198.25,No
CUST-04302,Female,0,No,No,10,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.23,642.74,No
CUST-04303,Female,1,Yes,No,39,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.64,2134.62,No
CUST-04304,Male,1,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),58.58,598.69,No
CUST-04305,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.48,173.16,Yes
CUST-04306,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.22,62.7,No
CUST-04307,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,74.1,2814.35,No
CUST-04308,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,36.97,844.45,No
CUST-04309,Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.1,2451.12,No
CUST-04310,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.08,1059.93,No
CUST-04311,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.55,2990.39,Yes
CUST-04312,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,72.64,2032.53,No
CUST-04313,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.36,379.92,Yes
CUST-04314,Male,0,No,No,66,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.14,3046.27,Yes
CUST-04315,Male,1,No,Yes,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.29,4931.8,No
CUST-04316,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.96,99.52,No
CUST-04317,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,69.27,1041.21,Yes
CUST-04318,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.95,869.69,No
CUST-04319,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),46.91,221.76,No
CUST-04320,Male,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),68.46,2793.94,No
CUST-04321,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.25,1241.04,No
CUST-04322,Female,0,No,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),57.75,1572.39,No
CUST-04323,Female,1,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,415.65,No
CUST-04324,Female,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,43.84,1792.13,No
CUST-04325,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,171.59,No
CUST-04326,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.9,1789.84,No
CUST-04327,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,81.82,4641.14,No
CUST-04328,Male,0,No,No,50,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.04,3881.47,No
CUST-04329,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,67.83,1886.21,No
CUST-04330,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.25,421.87,No
CUST-04331,Male,0,Yes,No,44,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,72.69,3175.66,No
CUST-04332,Male,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.43,1319.43,No
CUST-04333,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),52.87,3454.15,No
CUST-04334,Female,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.59,4443.86,Yes
CUST-04335,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),50.49,595.67,Yes
CUST-04336,Female,0,Yes,No,64,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,41.34,2650.17,No
CUST-04337,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.28,764.92,Yes
CUST-04338,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,74.95,5257.48,No
CUST-04339,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.77,452.77,No
CUST-04340,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.15,2755.64,No
CUST-04341,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.85,992.06,No
CUST-04342,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.33,1316.3,Yes
CUST-04343,Male,0,Yes,Yes,64,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,43.06,2747.34,No
CUST-04344,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,275.78,No
CUST-04345,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.54,2782.52,Yes
CUST-04346,Male,1,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.73,912.94,No
CUST-04347,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.04,742.02,No
CUST-04348,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,59.37,1396.8,No
CUST-04349,Male,0,Yes,No,69,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.93,4395.03,No
CUST-04350,Female,0,No,Yes,3,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,58.15,222.37,Yes
CUST-04351,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.06,1967.4,Yes
CUST-04352,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,74.85,640.12,Yes
CUST-04353,Female,1,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.03,1913.25,Yes
CUST-04354,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),56.42,4024.54,No
CUST-04355,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.48,1980.73,No
CUST-04356,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,31.22,60.47,No
CUST-04357,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.9,553.3,Yes
CUST-04358,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),57.5,1453.88,No
CUST-04359,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),59.78,2102.24,No
CUST-04360,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.76,181.09,No
CUST-04361,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.69,1593.38,Yes
CUST-04362,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.94,583.27,No
CUST-04363,Male,0,Yes,No,36,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.02,1510.36,No
CUST-04364,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.4,1136.41,Yes
CUST-04365,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.86,546.64,No
CUST-04366,Male,1,No,Yes,3,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.02,197.57,Yes
CUST-04367,Male,0,No,Yes,0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,44.52,0.0,Yes
CUST-04368,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.89,1224.17,Yes
CUST-04369,Female,0,No,No,44,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),52.22,2341.07,No
CUST-04370,Female,0,No,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.93,5968.72,No
CUST-04371,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.79,3884.31,No
CUST-04372,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,68.11,4286.2,No
CUST-04373,Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.18,1299.79,Yes
CUST-04374,Male,1,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.53,4349.75,No
CUST-04375,Male,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.18,425.05,No
CUST-04376,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.93,3664.98,No
CUST-04377,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.15,472.95,No
CUST-04378,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.28,1917.18,Yes
CUST-04379,Male,0,No,No,51,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,50.23,2546.07,No
CUST-04380,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,47.64,2976.52,No
CUST-04381,Male,0,No,No,44,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.73,2434.06,No
CUST-04382,Male,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),50.2,2846.59,No
CUST-04383,Female,0,No,No,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.05,2732.95,No
CUST-04384,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.19,2044.69,Yes
CUST-04385,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.78,3188.93,No
CUST-04386,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),54.06,3790.03,No
CUST-04387,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,73.29,124.98,No
CUST-04388,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.26,287.55,Yes
CUST-04389,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.89,283.87,No
CUST-04390,Female,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.4,2788.88,No
CUST-04391,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.62,758.78,No
CUST-04392,Female,0,Yes,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.55,3168.61,No
CUST-04393,Female,0,No,No,62,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),44.7,2780.27,No
CUST-04394,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),64.41,3547.01,No
CUST-04395,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,59.52,2252.29,No
CUST-04396,Female,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.91,4010.66,No
CUST-04397,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,60.52,1364.74,No
CUST-04398,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,68.45,3335.81,No
CUST-04399,Male,0,No,No,32,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,61.7,1969.49,No
CUST-04400,Female,1,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.55,267.61,No
CUST-04401,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.94,1428.19,No
CUST-04402,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.22,3892.99,Yes
CUST-04403,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.19,0.0,Yes
CUST-04404,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.25,5263.72,Yes
CUST-04405,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),54.77,2390.92,No
CUST-04406,Male,0,No,No,54,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),64.29,3500.78,No
CUST-04407,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.28,1895.81,No
CUST-04408,Female,0,No,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65.52,4329.63,No
CUST-04409,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),53.12,2794.99,No
CUST-04410,Female,0,No,No,62,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.49,3855.88,No
CUST-04411,Female,1,No,No,53,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,43.85,2323.82,Yes
CUST-04412,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.79,2584.73,Yes
CUST-04413,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),78.5,4180.64,No
CUST-04414,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,62.93,4160.24,No
CUST-04415,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,56.51,2020.99,No
CUST-04416,Male,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.3,780.71,Yes
CUST-04417,Female,1,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,61.37,3549.41,No
CUST-04418,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),73.32,1381.65,No
CUST-04419,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,48.12,1476.72,No
CUST-04420,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.02,3075.6,No
CUST-04421,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.47,1077.14,No
CUST-04422,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.25,5721.14,Yes
CUST-04423,Female,1,No,No,54,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),54.81,2977.21,No
CUST-04424,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),63.08,951.96,No
CUST-04425,Male,1,No,No,70,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,51.59,3604.66,No
CUST-04426,Male,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,63.74,4287.59,No
CUST-04427,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.28,2047.12,Yes
CUST-04428,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,62.37,2243.56,No
CUST-04429,Male,0,No,Yes,45,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.04,2944.91,No
CUST-04430,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.9,1973.88,Yes
CUST-04431,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.24,97.54,Yes
CUST-04432,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),64.31,4168.08,No
CUST-04433,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.78,95.36,No
CUST-04434,Female,1,Yes,No,62,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.66,2010.96,No
CUST-04435,Male,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,12.93,No
